'timestamp' 	 'F1Value' 	 'F2Value' 
1.475 	 673.5 	 1435.6 
1.485 	 692.5 	 1437.9 
1.495 	 702.8 	 1445.4 
1.505 	 699.0 	 1465.5 
1.515 	 678.8 	 1495.9 
1.525 	 653.3 	 1519.7 
1.535 	 618.2 	 1543.5 
1.545 	 582.3 	 1567.0 
1.555 	 554.5 	 1565.6 
1.565 	 531.7 	 1549.0 
1.575 	 498.3 	 1516.9 
1.585 	 478.8 	 1486.6 
1.595 	 487.5 	 1485.2 
1.605 	 513.6 	 1637.0 
1.615 	 1025.4 	 1930.2 
1.625 	 1105.5 	 1776.3 
1.635 	 700.4 	 2122.2 
1.645 	 669.5 	 2663.7 
1.655 	 629.6 	 2696.5 
1.665 	 646.9 	 2926.6 
1.675 	 633.2 	 2829.2 
1.685 	 617.0 	 2607.3 
1.695 	 686.9 	 2583.9 
1.705 	 722.8 	 2527.2 
1.715 	 649.8 	 2487.0 
1.725 	 604.8 	 2519.2 
1.735 	 1406.8 	 2798.2 
1.745 	 2305.4 	 3257.9 
1.755 	 2385.0 	 3314.9 
1.765 	 1917.8 	 2868.3 
1.775 	 977.5 	 2018.2 
1.785 	 487.2 	 1451.9 
1.795 	 521.5 	 1426.5 
1.805 	 547.4 	 1415.5 
1.815 	 558.0 	 1387.3 
1.825 	 571.1 	 1364.7 
1.835 	 590.0 	 1342.7 
1.845 	 609.6 	 1314.5 
1.855 	 622.3 	 1297.2 
1.865 	 635.7 	 1296.0 
1.875 	 644.7 	 1291.4 
1.885 	 644.9 	 1286.0 
1.895 	 642.6 	 1287.5 
1.905 	 642.5 	 1296.8 
1.915 	 642.5 	 1313.2 
1.925 	 641.3 	 1337.7 
1.935 	 642.1 	 1365.8 
1.945 	 635.1 	 1409.9 
1.955 	 615.2 	 1456.6 
1.965 	 585.3 	 1489.5 
1.975 	 548.8 	 1512.7 
1.985 	 515.3 	 1531.2 
1.995 	 503.3 	 1567.9 
2.005 	 636.6 	 1924.8 
2.015 	 705.0 	 2019.0 
2.025 	 822.2 	 2567.1 
2.035 	 855.6 	 3320.9 
2.045 	 1027.3 	 3383.5 
2.055 	 1562.9 	 3517.6 
2.065 	 1292.3 	 3173.4 
2.075 	 826.4 	 2739.7 
2.085 	 781.6 	 2832.7 
2.095 	 556.3 	 2806.9 
2.105 	 380.3 	 2493.6 
2.115 	 378.9 	 2166.1 
2.125 	 399.0 	 2026.4 
2.135 	 396.9 	 2102.1 
2.145 	 369.5 	 2185.7 
2.155 	 357.8 	 2268.9 
2.165 	 354.3 	 2286.9 
2.175 	 324.4 	 2198.9 
2.185 	 307.5 	 2119.0 
2.195 	 307.5 	 2093.6 
2.205 	 304.6 	 2148.9 
2.215 	 308.7 	 2322.0 
2.225 	 314.8 	 2323.7 
2.235 	 316.9 	 2193.6 
2.245 	 340.6 	 2143.8 
2.255 	 383.2 	 2100.1 
2.265 	 420.5 	 2076.9 
2.275 	 430.7 	 2007.3 
2.285 	 429.7 	 1867.0 
2.295 	 784.6 	 1877.7 
2.305 	 1146.6 	 1998.6 
2.315 	 1168.0 	 2054.7 
2.325 	 1170.1 	 2088.0 
2.335 	 1160.9 	 2128.2 
2.345 	 1176.1 	 2175.5 
2.355 	 1100.7 	 2035.1 
2.365 	 1060.5 	 1777.1 
2.375 	 1035.4 	 1678.5 
2.385 	 1106.5 	 1611.2 
2.395 	 1261.2 	 1814.0 
2.405 	 1266.9 	 2163.7 
2.415 	 1293.1 	 2011.3 
2.425 	 1132.4 	 1580.4 
2.435 	 1088.0 	 1680.9 
2.445 	 1186.2 	 1809.2 
2.455 	 1045.0 	 1749.5 
2.465 	 759.0 	 1669.8 
2.475 	 919.5 	 1848.1 
2.485 	 1272.0 	 2268.7 
2.495 	 1312.3 	 2291.7 
2.505 	 1365.3 	 2236.3 
2.515 	 1181.8 	 1929.0 
2.525 	 1061.0 	 1907.7 
2.535 	 1178.0 	 1829.1 
2.545 	 888.0 	 1554.5 
2.555 	 548.6 	 1628.2 
2.565 	 502.7 	 1701.7 
2.575 	 399.8 	 1820.4 
2.585 	 372.4 	 1871.2 
2.595 	 421.1 	 1876.7 
2.605 	 1149.2 	 2169.9 
2.615 	 1837.3 	 2391.5 
2.625 	 1093.6 	 2092.9 
2.635 	 310.8 	 1896.9 
2.645 	 770.8 	 1893.9 
2.655 	 861.7 	 1778.3 
2.665 	 516.4 	 1697.4 
2.675 	 626.5 	 1654.5 
2.685 	 654.6 	 1560.1 
2.695 	 825.4 	 1861.0 
2.705 	 894.5 	 2182.4 
2.715 	 833.0 	 2158.1 
2.725 	 971.1 	 2172.7 
2.735 	 1057.6 	 2183.0 
2.745 	 716.0 	 1832.6 
2.755 	 676.5 	 1814.3 
2.765 	 801.5 	 1784.6 
2.775 	 800.6 	 1578.6 
2.785 	 928.5 	 1754.4 
2.795 	 781.6 	 1740.5 
2.805 	 777.0 	 1645.3 
2.815 	 1002.2 	 1411.8 
2.825 	 1125.8 	 1780.9 
2.835 	 916.2 	 2145.8 
2.845 	 699.5 	 1605.8 
2.855 	 717.0 	 1150.0 
2.865 	 740.3 	 933.8 
2.875 	 802.8 	 1430.7 
2.885 	 878.4 	 2057.8 
2.895 	 921.7 	 2047.6 
2.905 	 972.7 	 2033.4 
2.915 	 1037.8 	 2031.6 
2.925 	 796.6 	 1597.7 
2.935 	 865.0 	 1548.6 
2.945 	 1272.5 	 1845.3 
2.955 	 1334.9 	 1630.0 
2.965 	 925.0 	 1502.3 
2.975 	 693.3 	 1515.2 
2.985 	 1098.0 	 1584.9 
2.995 	 1011.2 	 1598.2 
3.005 	 760.7 	 1558.1 
3.015 	 736.6 	 1540.2 
3.025 	 640.9 	 1604.4 
3.035 	 664.1 	 1601.4 
3.045 	 647.9 	 1508.5 
3.055 	 660.9 	 1571.6 
3.065 	 752.5 	 1702.2 
3.075 	 610.4 	 1712.5 
3.085 	 438.6 	 1641.7 
3.095 	 440.9 	 1606.7 
3.105 	 440.1 	 1549.4 
3.115 	 436.9 	 1480.6 
3.125 	 436.9 	 1453.4 
3.135 	 429.6 	 1465.4 
3.145 	 426.6 	 1508.5 
3.155 	 426.8 	 1584.4 
3.165 	 416.3 	 1740.8 
3.175 	 433.7 	 2008.1 
3.185 	 465.9 	 1934.1 
3.195 	 511.3 	 1725.2 
3.205 	 560.2 	 1827.9 
3.215 	 581.8 	 1954.5 
3.225 	 606.0 	 2070.5 
3.235 	 595.6 	 2094.7 
3.245 	 540.5 	 2003.1 
3.255 	 515.6 	 1926.3 
3.265 	 521.1 	 1843.7 
3.275 	 535.8 	 1766.0 
3.285 	 565.2 	 1735.4 
3.295 	 583.1 	 1716.5 
3.305 	 552.8 	 1703.9 
3.315 	 414.6 	 1755.6 
3.325 	 336.9 	 1782.0 
3.335 	 364.3 	 1763.7 
3.345 	 410.3 	 1790.1 
3.355 	 488.7 	 1800.2 
3.365 	 649.7 	 1686.9 
3.375 	 741.9 	 1456.7 
3.385 	 680.8 	 1292.3 
3.395 	 670.6 	 1230.9 
3.405 	 688.2 	 1142.4 
3.415 	 686.7 	 1072.7 
3.425 	 701.2 	 1040.2 
3.435 	 725.8 	 987.1 
3.445 	 635.3 	 926.7 
3.455 	 608.9 	 892.7 
3.465 	 708.6 	 952.6 
3.475 	 725.1 	 1271.2 
3.485 	 703.4 	 1577.5 
3.495 	 693.4 	 1696.4 
3.505 	 699.2 	 1648.4 
3.515 	 800.0 	 1696.3 
3.525 	 963.1 	 1668.7 
3.535 	 766.5 	 1461.5 
3.545 	 500.0 	 1531.7 
3.555 	 502.6 	 1671.8 
3.565 	 501.6 	 1773.5 
3.575 	 472.8 	 1890.9 
3.585 	 434.0 	 1955.9 
3.595 	 345.4 	 1902.9 
3.605 	 263.1 	 1810.5 
3.615 	 284.0 	 1713.5 
3.625 	 297.4 	 1608.5 
3.635 	 300.0 	 1629.9 
3.645 	 320.9 	 1671.4 
3.655 	 349.4 	 1545.8 
3.665 	 360.8 	 1572.8 
3.675 	 382.3 	 1763.3 
3.685 	 382.9 	 2131.0 
3.695 	 366.7 	 2415.3 
3.705 	 1337.7 	 2631.3 
3.715 	 2464.8 	 3415.2 
3.725 	 1615.6 	 3294.7 
3.735 	 1588.2 	 3145.3 
3.745 	 2157.7 	 3703.1 
3.755 	 1492.7 	 2946.1 
3.765 	 843.9 	 1766.5 
3.775 	 456.2 	 1361.7 
3.785 	 482.1 	 1278.7 
3.795 	 485.6 	 1164.7 
3.805 	 490.7 	 1104.8 
3.815 	 500.5 	 1071.5 
3.825 	 537.4 	 994.5 
3.835 	 561.9 	 939.4 
3.845 	 568.4 	 875.9 
3.855 	 542.7 	 894.3 
3.865 	 498.9 	 979.3 
3.875 	 507.0 	 960.9 
3.885 	 521.9 	 941.3 
3.895 	 531.9 	 945.5 
3.905 	 520.6 	 953.9 
3.915 	 501.9 	 966.8 
3.925 	 496.5 	 975.1 
3.935 	 489.7 	 969.2 
3.945 	 496.4 	 958.1 
3.955 	 532.5 	 940.9 
3.965 	 554.6 	 947.2 
3.975 	 605.1 	 863.2 
3.985 	 603.0 	 896.2 
3.995 	 536.6 	 1022.5 
4.005 	 476.1 	 985.2 
4.015 	 488.3 	 1205.5 
4.025 	 515.4 	 1357.8 
4.035 	 495.9 	 1367.2 
4.045 	 526.1 	 1290.2 
4.055 	 644.3 	 1505.9 
4.065 	 649.2 	 1637.7 
4.075 	 660.5 	 1639.6 
4.085 	 664.5 	 1946.3 
4.095 	 575.5 	 1999.4 
4.105 	 983.3 	 2218.5 
4.115 	 1232.0 	 2096.6 
4.125 	 1024.2 	 1938.2 
4.135 	 923.4 	 1998.7 
4.145 	 1025.6 	 1992.9 
4.155 	 1436.0 	 2278.7 
4.165 	 1099.0 	 2216.3 
4.175 	 618.0 	 1901.1 
4.185 	 758.2 	 1957.7 
4.195 	 946.8 	 2082.9 
4.205 	 989.9 	 1914.7 
4.215 	 957.5 	 1720.6 
4.225 	 941.7 	 1666.5 
4.235 	 730.2 	 1653.1 
4.245 	 748.5 	 1672.0 
4.255 	 850.1 	 1704.6 
4.265 	 876.1 	 1761.3 
4.275 	 1178.6 	 1742.0 
4.285 	 1201.6 	 1766.4 
4.295 	 969.6 	 1834.8 
4.305 	 1149.7 	 1785.5 
4.315 	 1216.9 	 1740.6 
4.325 	 1110.4 	 1773.5 
4.335 	 1078.3 	 1791.4 
4.345 	 1088.8 	 1810.9 
4.355 	 1135.6 	 1782.5 
4.365 	 1064.7 	 1717.9 
4.375 	 1084.0 	 1733.8 
4.385 	 1346.6 	 1731.9 
4.395 	 1361.0 	 1711.5 
4.405 	 1219.1 	 1743.2 
4.415 	 1186.3 	 1787.0 
4.425 	 1052.4 	 1835.9 
4.435 	 1004.5 	 1809.8 
4.445 	 1045.3 	 1737.0 
4.455 	 939.4 	 1708.6 
4.465 	 1044.7 	 1758.1 
4.475 	 1324.4 	 1696.4 
4.485 	 1461.7 	 2199.1 
4.495 	 1157.4 	 2178.4 
4.505 	 674.9 	 1465.6 
4.515 	 766.9 	 1747.6 
4.525 	 924.4 	 2075.9 
4.535 	 981.3 	 2231.7 
4.545 	 1130.1 	 2528.4 
4.555 	 1205.7 	 2656.7 
4.565 	 896.9 	 1952.0 
4.575 	 633.0 	 1221.4 
4.585 	 703.6 	 1225.0 
4.595 	 700.5 	 1273.4 
4.605 	 694.1 	 1316.1 
4.615 	 676.1 	 1374.9 
4.625 	 628.9 	 1435.8 
4.635 	 467.5 	 1651.7 
4.645 	 332.5 	 1652.1 
4.655 	 306.5 	 1361.3 
4.665 	 304.7 	 1328.3 
4.675 	 321.0 	 1377.4 
4.685 	 409.8 	 1445.9 
4.695 	 412.1 	 1494.4 
4.705 	 354.9 	 1514.4 
4.715 	 387.6 	 1568.6 
4.725 	 415.9 	 1566.4 
4.735 	 434.5 	 1554.9 
4.745 	 439.7 	 1546.9 
4.755 	 440.1 	 1550.7 
4.765 	 432.0 	 1547.2 
4.775 	 442.3 	 1540.0 
4.785 	 448.7 	 1528.6 
4.795 	 827.6 	 2233.7 
4.805 	 1165.6 	 2938.0 
4.815 	 841.1 	 3045.3 
4.825 	 513.4 	 3050.4 
4.835 	 427.1 	 2314.3 
4.845 	 420.5 	 1618.6 
4.855 	 467.9 	 1525.9 
4.865 	 499.8 	 1510.3 
4.875 	 514.8 	 1534.2 
4.885 	 517.4 	 1568.8 
4.895 	 524.4 	 1560.2 
4.905 	 397.0 	 1518.1 
4.915 	 352.8 	 1564.9 
4.925 	 465.2 	 1608.1 
4.935 	 486.7 	 1565.5 
4.945 	 539.7 	 1537.5 
4.955 	 627.6 	 1449.7 
4.965 	 659.5 	 1323.5 
4.975 	 672.1 	 1259.8 
4.985 	 766.6 	 1150.4 
4.995 	 826.9 	 1014.9 
5.005 	 799.7 	 981.4 
5.015 	 805.1 	 979.2 
5.025 	 876.9 	 1653.7 
5.035 	 931.5 	 2204.6 
5.045 	 799.8 	 1635.3 
5.055 	 709.6 	 1282.4 
5.065 	 845.2 	 1711.2 
5.075 	 852.1 	 2076.2 
5.085 	 679.8 	 1615.8 
5.095 	 599.5 	 1136.5 
5.105 	 623.8 	 1341.7 
5.115 	 574.5 	 1638.2 
5.125 	 491.9 	 1783.9 
5.135 	 468.3 	 1900.5 
5.145 	 447.1 	 1991.7 
5.155 	 428.7 	 2020.1 
5.165 	 398.9 	 2021.9 
5.175 	 406.4 	 1991.5 
5.185 	 875.5 	 1991.4 
5.195 	 1298.4 	 2026.4 
5.205 	 967.4 	 1987.5 
5.215 	 601.0 	 1573.7 
5.225 	 438.0 	 1141.3 
5.235 	 374.4 	 1055.0 
5.245 	 697.3 	 1599.2 
5.255 	 972.7 	 2184.2 
5.265 	 651.8 	 1583.4 
5.275 	 533.7 	 988.6 
5.285 	 678.7 	 1010.6 
5.295 	 863.8 	 1610.3 
5.305 	 1137.7 	 2165.0 
5.315 	 1213.4 	 2166.9 
5.325 	 1244.9 	 2192.9 
5.335 	 1182.6 	 1993.5 
5.345 	 1087.5 	 1869.3 
5.355 	 1042.1 	 1958.9 
5.365 	 1076.6 	 1561.6 
5.375 	 926.9 	 1116.0 
5.385 	 691.0 	 1083.4 
5.395 	 682.3 	 1073.5 
5.405 	 694.4 	 1051.5 
5.415 	 704.4 	 1048.6 
5.425 	 769.2 	 1027.1 
5.435 	 801.6 	 1016.2 
5.445 	 817.7 	 1066.9 
5.455 	 776.1 	 1148.1 
5.465 	 725.9 	 1225.2 
5.475 	 727.1 	 1252.6 
5.485 	 719.2 	 1300.3 
5.495 	 711.0 	 1337.9 
5.505 	 705.1 	 1344.1 
5.515 	 693.8 	 1351.3 
5.525 	 700.9 	 1331.8 
5.535 	 686.8 	 1281.7 
5.545 	 644.4 	 1260.9 
5.555 	 635.8 	 1267.0 
5.565 	 930.9 	 1656.0 
5.575 	 1218.0 	 1927.4 
5.585 	 1214.2 	 1770.9 
5.595 	 1200.4 	 1632.5 
5.605 	 1188.7 	 1505.5 
5.615 	 1211.7 	 1402.6 
5.625 	 1215.7 	 1348.6 
5.635 	 1201.1 	 1368.9 
5.645 	 1215.9 	 1301.7 
5.655 	 1222.6 	 1232.4 
5.665 	 798.8 	 1135.0 
5.675 	 497.8 	 1048.5 
5.685 	 709.1 	 1118.9 
5.695 	 797.8 	 1285.2 
5.705 	 806.8 	 1256.6 
5.715 	 811.4 	 1046.8 
5.725 	 849.0 	 937.6 
5.735 	 898.1 	 901.9 
5.745 	 915.5 	 928.0 
5.755 	 870.4 	 999.3 
5.765 	 962.4 	 1605.8 
5.775 	 1141.1 	 1931.0 
5.785 	 753.9 	 1523.5 
5.795 	 781.0 	 1376.7 
5.805 	 1236.7 	 1372.3 
5.815 	 1159.6 	 1379.3 
5.825 	 792.3 	 1285.7 
5.835 	 771.9 	 1412.4 
5.845 	 1116.8 	 1883.3 
5.855 	 850.4 	 1707.5 
5.865 	 414.4 	 1410.3 
5.875 	 399.5 	 1567.0 
5.885 	 477.1 	 1670.1 
5.895 	 479.2 	 1734.2 
5.905 	 453.9 	 1765.9 
5.915 	 447.9 	 1745.6 
5.925 	 458.9 	 1680.2 
5.935 	 457.2 	 1636.7 
5.945 	 451.3 	 1611.3 
5.955 	 477.4 	 1923.2 
5.965 	 982.7 	 2647.8 
5.975 	 1032.1 	 2360.8 
5.985 	 534.0 	 1665.2 
5.995 	 420.4 	 1629.0 
6.005 	 1034.6 	 2125.5 
6.015 	 1077.8 	 2190.7 
6.025 	 492.9 	 1797.4 
6.035 	 500.9 	 1847.6 
6.045 	 455.7 	 1811.3 
6.055 	 535.4 	 1865.1 
6.065 	 683.2 	 1941.5 
6.075 	 596.0 	 1820.1 
6.085 	 448.8 	 1728.8 
6.095 	 432.4 	 1822.4 
6.105 	 447.0 	 1909.3 
6.115 	 494.1 	 1971.5 
6.125 	 529.6 	 2044.7 
6.135 	 522.5 	 2088.6 
6.145 	 489.7 	 2036.9 
6.155 	 427.7 	 1843.3 
6.165 	 377.7 	 1801.5 
6.175 	 359.1 	 1834.5 
6.185 	 365.4 	 1852.6 
6.195 	 534.7 	 1668.7 
6.205 	 889.3 	 1422.2 
6.215 	 871.3 	 1429.0 
6.225 	 615.9 	 1394.1 
6.235 	 600.5 	 1340.3 
6.245 	 659.6 	 1268.1 
6.255 	 668.1 	 1177.0 
6.265 	 624.8 	 1105.4 
6.275 	 620.0 	 1069.7 
6.285 	 678.0 	 1426.8 
6.295 	 690.8 	 1947.0 
6.305 	 780.2 	 1785.4 
6.315 	 897.6 	 1777.9 
6.325 	 769.5 	 1757.7 
6.335 	 678.3 	 1461.7 
6.345 	 676.5 	 1420.0 
6.355 	 606.2 	 1271.6 
6.365 	 620.3 	 1527.1 
6.375 	 646.8 	 1808.6 
6.385 	 816.6 	 1712.7 
6.395 	 831.6 	 1600.3 
6.405 	 654.0 	 1454.7 
6.415 	 681.0 	 1348.0 
6.425 	 693.8 	 1298.9 
6.435 	 680.8 	 1262.4 
6.445 	 669.7 	 1274.8 
6.455 	 630.2 	 1342.1 
6.465 	 562.7 	 1395.0 
6.475 	 540.5 	 1408.8 
6.485 	 592.0 	 1511.3 
6.495 	 567.0 	 1410.3 
6.505 	 433.3 	 1222.9 
6.515 	 373.1 	 1284.5 
6.525 	 424.5 	 1444.2 
6.535 	 488.2 	 1646.7 
6.545 	 523.7 	 1944.8 
6.555 	 550.1 	 2162.8 
6.565 	 580.8 	 2200.4 
6.575 	 606.2 	 2154.2 
6.585 	 690.2 	 2064.2 
6.595 	 823.7 	 2105.4 
6.605 	 892.5 	 2216.4 
6.615 	 878.9 	 2248.8 
6.625 	 839.4 	 2230.3 
6.635 	 845.9 	 2217.8 
6.645 	 730.8 	 2048.0 
6.655 	 626.1 	 1856.9 
6.665 	 678.2 	 1818.4 
6.675 	 704.1 	 1792.3 
6.685 	 717.4 	 1770.4 
6.695 	 726.4 	 1755.9 
6.705 	 744.9 	 1752.4 
6.715 	 769.0 	 1738.3 
6.725 	 939.2 	 1739.7 
6.735 	 1017.1 	 1879.8 
6.745 	 1007.5 	 2067.1 
6.755 	 1068.8 	 2102.8 
6.765 	 1030.2 	 2045.2 
6.775 	 954.1 	 1859.9 
6.785 	 662.9 	 1509.3 
6.795 	 548.3 	 1314.3 
6.805 	 701.0 	 1326.7 
6.815 	 744.0 	 1319.6 
6.825 	 769.5 	 1262.8 
6.835 	 776.8 	 1193.3 
6.845 	 853.8 	 1057.9 
6.855 	 876.0 	 963.2 
6.865 	 787.4 	 958.8 
6.875 	 586.9 	 935.9 
6.885 	 680.0 	 936.6 
6.895 	 974.8 	 1407.0 
6.905 	 900.2 	 1585.0 
6.915 	 1028.4 	 1454.4 
6.925 	 1262.2 	 1578.6 
6.935 	 1268.5 	 1518.0 
6.945 	 1294.5 	 1408.6 
6.955 	 1313.0 	 1349.1 
6.965 	 1325.7 	 1578.7 
6.975 	 917.1 	 1575.0 
6.985 	 493.6 	 1399.4 
6.995 	 489.3 	 1508.1 
7.005 	 489.2 	 1598.0 
7.015 	 490.2 	 1644.5 
7.025 	 492.3 	 1667.5 
7.035 	 492.4 	 1670.2 
7.045 	 482.7 	 1666.0 
7.055 	 462.2 	 1654.2 
7.065 	 440.2 	 1653.0 
7.075 	 472.2 	 1707.8 
7.085 	 515.8 	 2241.8 
7.095 	 527.6 	 2728.1 
7.105 	 522.9 	 2683.3 
7.115 	 507.6 	 2582.9 
7.125 	 499.4 	 2492.1 
7.135 	 494.8 	 2453.4 
7.145 	 480.2 	 2153.8 
7.155 	 452.8 	 1861.6 
7.165 	 460.5 	 1861.6 
7.175 	 491.2 	 1759.7 
7.185 	 521.6 	 1616.9 
7.195 	 564.0 	 1775.8 
7.205 	 532.7 	 1983.2 
7.215 	 601.6 	 1961.5 
7.225 	 683.9 	 1873.1 
7.235 	 542.1 	 1799.6 
7.245 	 440.0 	 1837.8 
7.255 	 432.4 	 1934.8 
7.265 	 389.3 	 2038.8 
7.275 	 323.9 	 2021.2 
7.285 	 292.1 	 1890.6 
7.295 	 305.3 	 1691.8 
7.305 	 325.1 	 1449.6 
7.315 	 320.5 	 1272.3 
7.325 	 310.6 	 1175.5 
7.335 	 298.2 	 1478.2 
7.345 	 288.7 	 1745.3 
7.355 	 282.4 	 1605.7 
7.365 	 270.5 	 1441.2 
7.375 	 285.8 	 1243.7 
7.385 	 334.8 	 1625.6 
7.395 	 413.8 	 2043.1 
7.405 	 400.3 	 1961.9 
7.415 	 351.8 	 1993.5 
7.425 	 377.5 	 1950.1 
7.435 	 404.4 	 1814.9 
7.445 	 432.9 	 1909.4 
7.455 	 450.8 	 2098.5 
7.465 	 498.0 	 2091.7 
7.475 	 534.1 	 2085.5 
7.485 	 613.0 	 2140.6 
7.495 	 733.3 	 2076.8 
7.505 	 625.5 	 1777.1 
7.515 	 492.2 	 1642.1 
7.525 	 545.5 	 1632.3 
7.535 	 618.1 	 1556.7 
7.545 	 672.7 	 1544.0 
7.555 	 735.9 	 1493.5 
7.565 	 890.9 	 1320.6 
7.575 	 1015.2 	 1644.7 
7.585 	 991.9 	 2121.8 
7.595 	 942.5 	 2090.9 
7.605 	 891.2 	 2023.1 
7.615 	 853.4 	 1958.6 
7.625 	 768.9 	 1337.6 
7.635 	 665.5 	 802.8 
7.645 	 589.2 	 997.0 
7.655 	 414.3 	 1149.2 
7.665 	 421.4 	 1234.7 
7.675 	 572.7 	 1350.2 
7.685 	 575.5 	 1149.0 
