'timestamp' 	 'V_Pitch' 	 'V_Intensity' 
1.00 	 --undefined-- 	 41.021 
1.01 	 --undefined-- 	 42.297 
1.02 	 --undefined-- 	 43.371 
1.03 	 --undefined-- 	 43.687 
1.04 	 --undefined-- 	 42.663 
1.05 	 --undefined-- 	 40.390 
1.06 	 --undefined-- 	 39.928 
1.07 	 --undefined-- 	 42.537 
1.08 	 --undefined-- 	 43.951 
1.09 	 --undefined-- 	 43.974 
1.10 	 --undefined-- 	 43.965 
1.11 	 --undefined-- 	 43.336 
1.12 	 --undefined-- 	 41.110 
1.13 	 --undefined-- 	 38.446 
1.14 	 --undefined-- 	 36.911 
1.15 	 --undefined-- 	 37.767 
1.16 	 --undefined-- 	 40.862 
1.17 	 --undefined-- 	 44.002 
1.18 	 --undefined-- 	 45.570 
1.19 	 --undefined-- 	 45.307 
1.20 	 --undefined-- 	 43.753 
1.21 	 --undefined-- 	 41.032 
1.22 	 --undefined-- 	 36.761 
1.23 	 --undefined-- 	 35.441 
1.24 	 --undefined-- 	 38.874 
1.25 	 --undefined-- 	 41.705 
1.26 	 --undefined-- 	 43.816 
1.27 	 --undefined-- 	 44.774 
1.28 	 --undefined-- 	 43.954 
1.29 	 --undefined-- 	 42.172 
1.30 	 --undefined-- 	 41.151 
1.31 	 --undefined-- 	 41.376 
1.32 	 --undefined-- 	 42.194 
1.33 	 --undefined-- 	 42.956 
1.34 	 --undefined-- 	 42.694 
1.35 	 --undefined-- 	 41.042 
1.36 	 --undefined-- 	 40.382 
1.37 	 --undefined-- 	 42.258 
1.38 	 --undefined-- 	 43.782 
1.39 	 --undefined-- 	 44.192 
1.40 	 --undefined-- 	 43.651 
1.41 	 --undefined-- 	 42.247 
1.42 	 --undefined-- 	 40.405 
1.43 	 --undefined-- 	 38.888 
1.44 	 --undefined-- 	 38.477 
1.45 	 --undefined-- 	 40.563 
1.46 	 --undefined-- 	 43.432 
1.47 	 --undefined-- 	 45.377 
1.48 	 --undefined-- 	 45.628 
1.49 	 --undefined-- 	 43.920 
1.50 	 --undefined-- 	 41.234 
1.51 	 --undefined-- 	 38.927 
1.52 	 --undefined-- 	 36.698 
1.53 	 --undefined-- 	 37.153 
1.54 	 --undefined-- 	 40.081 
1.55 	 --undefined-- 	 42.573 
1.56 	 --undefined-- 	 43.772 
1.57 	 --undefined-- 	 43.585 
1.58 	 --undefined-- 	 41.864 
1.59 	 --undefined-- 	 39.526 
1.60 	 --undefined-- 	 40.214 
1.61 	 --undefined-- 	 42.084 
1.62 	 --undefined-- 	 43.078 
1.63 	 --undefined-- 	 43.182 
1.64 	 --undefined-- 	 42.105 
1.65 	 --undefined-- 	 40.003 
1.66 	 --undefined-- 	 38.930 
1.67 	 --undefined-- 	 40.955 
1.68 	 --undefined-- 	 43.969 
1.69 	 --undefined-- 	 45.586 
1.70 	 --undefined-- 	 45.322 
1.71 	 --undefined-- 	 43.208 
1.72 	 --undefined-- 	 39.400 
1.73 	 --undefined-- 	 36.896 
1.74 	 --undefined-- 	 38.599 
1.75 	 --undefined-- 	 40.517 
1.76 	 --undefined-- 	 42.085 
1.77 	 --undefined-- 	 44.530 
1.78 	 --undefined-- 	 46.312 
1.79 	 --undefined-- 	 46.413 
1.80 	 --undefined-- 	 44.557 
1.81 	 --undefined-- 	 40.371 
1.82 	 --undefined-- 	 36.792 
1.83 	 --undefined-- 	 39.272 
1.84 	 --undefined-- 	 41.562 
1.85 	 --undefined-- 	 42.025 
1.86 	 --undefined-- 	 42.102 
1.87 	 --undefined-- 	 42.903 
1.88 	 --undefined-- 	 44.053 
1.89 	 --undefined-- 	 44.302 
1.90 	 --undefined-- 	 43.041 
1.91 	 --undefined-- 	 41.853 
1.92 	 --undefined-- 	 42.379 
1.93 	 --undefined-- 	 43.289 
1.94 	 --undefined-- 	 42.945 
1.95 	 --undefined-- 	 41.114 
1.96 	 --undefined-- 	 40.914 
1.97 	 --undefined-- 	 43.857 
1.98 	 --undefined-- 	 46.181 
1.99 	 --undefined-- 	 46.754 
2.00 	 --undefined-- 	 45.765 
2.01 	 --undefined-- 	 43.362 
2.02 	 --undefined-- 	 39.591 
2.03 	 --undefined-- 	 37.805 
2.04 	 --undefined-- 	 40.350 
2.05 	 --undefined-- 	 42.770 
2.06 	 --undefined-- 	 44.443 
2.07 	 --undefined-- 	 45.418 
2.08 	 --undefined-- 	 45.401 
2.09 	 --undefined-- 	 44.389 
2.10 	 --undefined-- 	 42.280 
2.11 	 --undefined-- 	 38.933 
2.12 	 --undefined-- 	 37.830 
2.13 	 --undefined-- 	 40.681 
2.14 	 --undefined-- 	 42.970 
2.15 	 --undefined-- 	 43.673 
2.16 	 --undefined-- 	 42.950 
2.17 	 --undefined-- 	 41.432 
2.18 	 --undefined-- 	 40.736 
2.19 	 --undefined-- 	 41.358 
2.20 	 --undefined-- 	 42.332 
2.21 	 --undefined-- 	 43.350 
2.22 	 --undefined-- 	 43.845 
2.23 	 --undefined-- 	 43.023 
2.24 	 --undefined-- 	 40.716 
2.25 	 --undefined-- 	 37.894 
2.26 	 --undefined-- 	 38.324 
2.27 	 --undefined-- 	 42.499 
2.28 	 --undefined-- 	 45.374 
2.29 	 --undefined-- 	 46.001 
2.30 	 --undefined-- 	 44.733 
2.31 	 --undefined-- 	 42.015 
2.32 	 --undefined-- 	 38.934 
2.33 	 --undefined-- 	 37.456 
2.34 	 --undefined-- 	 37.957 
2.35 	 --undefined-- 	 40.664 
2.36 	 --undefined-- 	 43.490 
2.37 	 --undefined-- 	 45.174 
2.38 	 --undefined-- 	 45.144 
2.39 	 --undefined-- 	 43.525 
2.40 	 --undefined-- 	 41.290 
2.41 	 --undefined-- 	 40.125 
2.42 	 --undefined-- 	 40.648 
2.43 	 --undefined-- 	 41.319 
2.44 	 --undefined-- 	 41.186 
2.45 	 --undefined-- 	 40.470 
2.46 	 --undefined-- 	 39.702 
2.47 	 --undefined-- 	 40.147 
2.48 	 --undefined-- 	 41.401 
2.49 	 --undefined-- 	 42.902 
2.50 	 --undefined-- 	 44.170 
2.51 	 --undefined-- 	 44.789 
2.52 	 --undefined-- 	 44.376 
2.53 	 --undefined-- 	 42.673 
2.54 	 --undefined-- 	 40.253 
2.55 	 --undefined-- 	 37.871 
2.56 	 --undefined-- 	 39.010 
2.57 	 --undefined-- 	 43.463 
2.58 	 --undefined-- 	 46.743 
2.59 	 --undefined-- 	 47.701 
2.60 	 --undefined-- 	 45.912 
2.61 	 --undefined-- 	 41.307 
2.62 	 --undefined-- 	 36.334 
2.63 	 --undefined-- 	 36.280 
2.64 	 --undefined-- 	 39.221 
2.65 	 --undefined-- 	 41.595 
2.66 	 --undefined-- 	 43.113 
2.67 	 --undefined-- 	 44.323 
2.68 	 --undefined-- 	 44.918 
2.69 	 --undefined-- 	 43.911 
2.70 	 --undefined-- 	 40.949 
2.71 	 --undefined-- 	 38.585 
2.72 	 --undefined-- 	 40.236 
2.73 	 --undefined-- 	 42.220 
2.74 	 --undefined-- 	 42.645 
2.75 	 --undefined-- 	 41.186 
2.76 	 --undefined-- 	 38.826 
2.77 	 --undefined-- 	 38.662 
2.78 	 --undefined-- 	 41.109 
2.79 	 --undefined-- 	 43.561 
2.80 	 --undefined-- 	 44.622 
2.81 	 --undefined-- 	 44.664 
2.82 	 --undefined-- 	 43.946 
2.83 	 --undefined-- 	 42.101 
2.84 	 --undefined-- 	 40.456 
2.85 	 --undefined-- 	 40.571 
2.86 	 --undefined-- 	 42.318 
2.87 	 --undefined-- 	 45.034 
2.88 	 --undefined-- 	 47.028 
2.89 	 --undefined-- 	 47.463 
2.90 	 --undefined-- 	 46.235 
2.91 	 --undefined-- 	 43.760 
2.92 	 --undefined-- 	 40.974 
2.93 	 --undefined-- 	 40.374 
2.94 	 --undefined-- 	 42.696 
2.95 	 --undefined-- 	 44.665 
2.96 	 --undefined-- 	 45.067 
2.97 	 --undefined-- 	 44.156 
2.98 	 --undefined-- 	 43.297 
2.99 	 --undefined-- 	 43.072 
3.00 	 --undefined-- 	 42.598 
3.01 	 --undefined-- 	 41.791 
3.02 	 --undefined-- 	 41.260 
3.03 	 --undefined-- 	 41.711 
3.04 	 --undefined-- 	 42.241 
3.05 	 --undefined-- 	 41.557 
3.06 	 --undefined-- 	 39.568 
3.07 	 --undefined-- 	 38.901 
3.08 	 --undefined-- 	 42.412 
3.09 	 --undefined-- 	 45.292 
3.10 	 --undefined-- 	 46.045 
3.11 	 --undefined-- 	 45.054 
3.12 	 --undefined-- 	 43.119 
3.13 	 --undefined-- 	 41.536 
3.14 	 --undefined-- 	 40.541 
3.15 	 --undefined-- 	 38.578 
3.16 	 --undefined-- 	 36.768 
3.17 	 --undefined-- 	 40.601 
3.18 	 --undefined-- 	 44.906 
3.19 	 --undefined-- 	 46.890 
3.20 	 --undefined-- 	 46.246 
3.21 	 --undefined-- 	 42.843 
3.22 	 --undefined-- 	 38.708 
3.23 	 --undefined-- 	 39.506 
3.24 	 --undefined-- 	 41.402 
3.25 	 --undefined-- 	 42.399 
3.26 	 --undefined-- 	 42.473 
3.27 	 --undefined-- 	 43.134 
3.28 	 --undefined-- 	 44.739 
3.29 	 --undefined-- 	 44.937 
3.30 	 --undefined-- 	 43.428 
3.31 	 --undefined-- 	 42.216 
3.32 	 --undefined-- 	 42.191 
3.33 	 --undefined-- 	 41.705 
3.34 	 --undefined-- 	 40.350 
3.35 	 --undefined-- 	 39.569 
3.36 	 --undefined-- 	 40.132 
3.37 	 --undefined-- 	 41.684 
3.38 	 --undefined-- 	 43.141 
3.39 	 --undefined-- 	 43.692 
3.40 	 --undefined-- 	 44.221 
3.41 	 --undefined-- 	 45.375 
3.42 	 --undefined-- 	 45.466 
3.43 	 --undefined-- 	 43.419 
3.44 	 --undefined-- 	 39.078 
3.45 	 --undefined-- 	 34.806 
3.46 	 --undefined-- 	 38.375 
3.47 	 --undefined-- 	 42.857 
3.48 	 --undefined-- 	 45.257 
3.49 	 --undefined-- 	 45.711 
3.50 	 --undefined-- 	 44.565 
3.51 	 --undefined-- 	 42.746 
3.52 	 --undefined-- 	 44.275 
3.53 	 156.196 	 49.659 
3.54 	 148.537 	 53.373 
3.55 	 141.605 	 55.570 
3.56 	 134.032 	 57.591 
3.57 	 130.396 	 59.119 
3.58 	 133.774 	 60.221 
3.59 	 133.259 	 61.093 
3.60 	 134.110 	 61.591 
3.61 	 133.932 	 61.719 
3.62 	 133.186 	 61.615 
3.63 	 132.297 	 61.302 
3.64 	 131.934 	 60.903 
3.65 	 132.075 	 60.680 
3.66 	 131.932 	 60.668 
3.67 	 131.898 	 60.664 
3.68 	 131.959 	 60.673 
3.69 	 131.454 	 60.837 
3.70 	 130.838 	 61.038 
3.71 	 130.525 	 61.024 
3.72 	 129.656 	 60.758 
3.73 	 128.585 	 60.337 
3.74 	 128.905 	 59.723 
3.75 	 129.418 	 58.691 
3.76 	 128.626 	 56.828 
3.77 	 126.917 	 54.087 
3.78 	 124.138 	 51.093 
3.79 	 121.664 	 48.230 
3.80 	 120.603 	 45.609 
3.81 	 121.674 	 46.842 
3.82 	 136.354 	 53.142 
3.83 	 149.791 	 59.029 
3.84 	 147.612 	 62.854 
3.85 	 144.323 	 64.787 
3.86 	 144.065 	 65.547 
3.87 	 146.217 	 65.748 
3.88 	 148.401 	 65.538 
3.89 	 149.833 	 65.032 
3.90 	 150.775 	 64.374 
3.91 	 151.430 	 63.388 
3.92 	 152.542 	 62.227 
3.93 	 153.590 	 61.343 
3.94 	 154.278 	 60.690 
3.95 	 154.121 	 59.784 
3.96 	 150.983 	 57.927 
3.97 	 145.705 	 54.772 
3.98 	 147.294 	 50.556 
3.99 	 149.699 	 46.693 
4.00 	 148.836 	 45.601 
4.01 	 147.150 	 47.615 
4.02 	 142.567 	 53.045 
4.03 	 140.331 	 58.649 
4.04 	 140.290 	 61.989 
4.05 	 138.951 	 62.413 
4.06 	 137.643 	 59.638 
4.07 	 138.436 	 53.969 
4.08 	 138.400 	 48.275 
4.09 	 137.226 	 45.610 
4.10 	 138.480 	 46.200 
4.11 	 146.969 	 50.711 
4.12 	 153.759 	 55.604 
4.13 	 154.383 	 59.695 
4.14 	 155.661 	 63.251 
4.15 	 156.895 	 65.739 
4.16 	 156.789 	 66.648 
4.17 	 157.112 	 66.359 
4.18 	 156.723 	 65.521 
4.19 	 155.072 	 64.490 
4.20 	 154.330 	 63.155 
4.21 	 153.556 	 61.049 
4.22 	 153.262 	 58.637 
4.23 	 153.458 	 57.738 
4.24 	 154.933 	 58.917 
4.25 	 155.259 	 60.465 
4.26 	 154.545 	 60.610 
4.27 	 154.304 	 59.410 
4.28 	 153.173 	 57.953 
4.29 	 151.399 	 56.855 
4.30 	 148.336 	 56.332 
4.31 	 144.672 	 56.607 
4.32 	 140.865 	 57.728 
4.33 	 136.898 	 59.527 
4.34 	 134.022 	 61.079 
4.35 	 132.900 	 61.885 
4.36 	 132.760 	 62.104 
4.37 	 132.462 	 62.035 
4.38 	 132.072 	 62.088 
4.39 	 132.076 	 62.277 
4.40 	 131.607 	 62.168 
4.41 	 130.778 	 61.545 
4.42 	 129.503 	 60.279 
4.43 	 128.701 	 58.758 
4.44 	 128.918 	 59.357 
4.45 	 129.274 	 60.944 
4.46 	 129.192 	 61.521 
4.47 	 129.364 	 61.169 
4.48 	 129.329 	 60.431 
4.49 	 128.252 	 59.923 
4.50 	 127.861 	 59.671 
4.51 	 127.652 	 59.778 
4.52 	 128.154 	 60.409 
4.53 	 129.702 	 61.213 
4.54 	 130.697 	 62.036 
4.55 	 133.234 	 62.722 
4.56 	 136.205 	 62.895 
4.57 	 137.973 	 62.377 
4.58 	 140.243 	 61.172 
4.59 	 142.827 	 59.414 
4.60 	 145.249 	 57.248 
4.61 	 148.792 	 54.672 
4.62 	 154.127 	 52.406 
4.63 	 157.375 	 51.625 
4.64 	 158.354 	 51.442 
4.65 	 158.301 	 51.101 
4.66 	 156.673 	 50.071 
4.67 	 154.945 	 47.870 
4.68 	 148.329 	 44.370 
4.69 	 --undefined-- 	 40.038 
4.70 	 --undefined-- 	 36.224 
4.71 	 --undefined-- 	 33.848 
4.72 	 --undefined-- 	 32.410 
4.73 	 --undefined-- 	 31.507 
4.74 	 --undefined-- 	 31.410 
4.75 	 --undefined-- 	 31.196 
4.76 	 --undefined-- 	 30.240 
4.77 	 --undefined-- 	 28.786 
4.78 	 --undefined-- 	 28.186 
4.79 	 --undefined-- 	 29.899 
4.80 	 --undefined-- 	 32.074 
4.81 	 --undefined-- 	 33.283 
4.82 	 --undefined-- 	 33.505 
4.83 	 --undefined-- 	 32.498 
4.84 	 --undefined-- 	 29.963 
4.85 	 --undefined-- 	 28.589 
4.86 	 --undefined-- 	 30.998 
4.87 	 --undefined-- 	 33.690 
4.88 	 --undefined-- 	 36.468 
4.89 	 --undefined-- 	 38.930 
4.90 	 --undefined-- 	 40.412 
4.91 	 --undefined-- 	 40.719 
4.92 	 --undefined-- 	 39.557 
4.93 	 --undefined-- 	 36.695 
4.94 	 --undefined-- 	 33.763 
4.95 	 --undefined-- 	 36.037 
4.96 	 --undefined-- 	 39.228 
4.97 	 --undefined-- 	 40.847 
4.98 	 --undefined-- 	 40.817 
4.99 	 --undefined-- 	 39.588 
5.00 	 --undefined-- 	 38.949 
5.01 	 --undefined-- 	 39.275 
5.02 	 --undefined-- 	 40.077 
5.03 	 --undefined-- 	 41.093 
5.04 	 --undefined-- 	 43.371 
5.05 	 --undefined-- 	 46.586 
5.06 	 --undefined-- 	 48.624 
5.07 	 --undefined-- 	 49.726 
5.08 	 --undefined-- 	 50.920 
5.09 	 --undefined-- 	 52.011 
5.10 	 --undefined-- 	 54.871 
5.11 	 --undefined-- 	 58.426 
5.12 	 124.117 	 60.660 
5.13 	 122.002 	 61.300 
5.14 	 120.089 	 60.698 
5.15 	 --undefined-- 	 60.430 
5.16 	 --undefined-- 	 61.108 
5.17 	 125.689 	 60.787 
5.18 	 123.357 	 59.810 
5.19 	 122.323 	 59.651 
5.20 	 --undefined-- 	 60.198 
5.21 	 121.619 	 60.623 
5.22 	 133.330 	 60.856 
5.23 	 135.511 	 61.005 
5.24 	 131.879 	 60.742 
5.25 	 --undefined-- 	 60.386 
5.26 	 --undefined-- 	 60.166 
5.27 	 128.257 	 59.970 
5.28 	 136.839 	 60.283 
5.29 	 144.425 	 60.262 
5.30 	 145.033 	 59.965 
5.31 	 134.045 	 59.939 
5.32 	 126.855 	 59.600 
5.33 	 131.543 	 58.772 
5.34 	 139.888 	 58.517 
5.35 	 149.723 	 58.426 
5.36 	 150.369 	 58.498 
5.37 	 151.015 	 59.037 
5.38 	 150.627 	 59.608 
5.39 	 150.493 	 59.976 
5.40 	 147.172 	 59.902 
5.41 	 131.781 	 59.479 
5.42 	 --undefined-- 	 59.028 
5.43 	 122.892 	 58.089 
5.44 	 --undefined-- 	 56.637 
5.45 	 121.177 	 54.668 
5.46 	 --undefined-- 	 52.535 
5.47 	 --undefined-- 	 50.755 
5.48 	 123.485 	 49.140 
5.49 	 --undefined-- 	 48.796 
5.50 	 --undefined-- 	 52.713 
5.51 	 --undefined-- 	 57.521 
5.52 	 --undefined-- 	 60.331 
5.53 	 --undefined-- 	 61.569 
5.54 	 --undefined-- 	 61.850 
5.55 	 --undefined-- 	 61.735 
5.56 	 --undefined-- 	 61.568 
5.57 	 --undefined-- 	 61.254 
5.58 	 120.857 	 60.807 
5.59 	 121.765 	 60.435 
5.60 	 122.916 	 60.146 
5.61 	 123.299 	 59.707 
5.62 	 123.153 	 58.637 
5.63 	 123.112 	 56.779 
5.64 	 123.963 	 55.032 
5.65 	 123.370 	 53.863 
5.66 	 --undefined-- 	 52.579 
5.67 	 --undefined-- 	 51.098 
5.68 	 --undefined-- 	 50.483 
5.69 	 122.381 	 52.850 
5.70 	 123.468 	 56.969 
5.71 	 125.157 	 60.223 
5.72 	 126.441 	 61.648 
5.73 	 125.779 	 61.215 
5.74 	 124.010 	 59.301 
5.75 	 --undefined-- 	 56.444 
5.76 	 --undefined-- 	 55.200 
5.77 	 --undefined-- 	 56.880 
5.78 	 --undefined-- 	 58.519 
5.79 	 --undefined-- 	 58.966 
5.80 	 --undefined-- 	 58.315 
5.81 	 --undefined-- 	 57.524 
5.82 	 --undefined-- 	 57.504 
5.83 	 --undefined-- 	 57.640 
5.84 	 --undefined-- 	 56.418 
5.85 	 --undefined-- 	 53.373 
5.86 	 --undefined-- 	 51.667 
5.87 	 --undefined-- 	 57.507 
5.88 	 150.057 	 62.612 
5.89 	 148.193 	 64.945 
5.90 	 146.023 	 65.176 
5.91 	 146.729 	 64.258 
5.92 	 148.948 	 62.692 
5.93 	 151.787 	 60.682 
5.94 	 155.144 	 58.616 
5.95 	 158.125 	 56.732 
5.96 	 160.349 	 55.185 
5.97 	 162.543 	 54.065 
5.98 	 163.052 	 53.051 
5.99 	 161.532 	 51.431 
6.00 	 157.973 	 48.461 
6.01 	 --undefined-- 	 43.968 
6.02 	 --undefined-- 	 39.202 
6.03 	 --undefined-- 	 35.479 
6.04 	 --undefined-- 	 33.002 
6.05 	 --undefined-- 	 31.482 
6.06 	 --undefined-- 	 30.896 
6.07 	 --undefined-- 	 32.323 
6.08 	 --undefined-- 	 34.063 
6.09 	 --undefined-- 	 35.063 
6.10 	 --undefined-- 	 35.395 
6.11 	 --undefined-- 	 35.172 
6.12 	 --undefined-- 	 34.451 
6.13 	 --undefined-- 	 33.658 
6.14 	 --undefined-- 	 33.249 
6.15 	 --undefined-- 	 33.122 
6.16 	 --undefined-- 	 33.671 
6.17 	 --undefined-- 	 34.528 
6.18 	 --undefined-- 	 34.351 
6.19 	 --undefined-- 	 34.568 
6.20 	 --undefined-- 	 36.753 
6.21 	 --undefined-- 	 39.210 
6.22 	 --undefined-- 	 40.789 
6.23 	 --undefined-- 	 41.269 
6.24 	 --undefined-- 	 40.734 
6.25 	 --undefined-- 	 38.714 
6.26 	 --undefined-- 	 36.059 
6.27 	 --undefined-- 	 35.444 
6.28 	 --undefined-- 	 38.199 
6.29 	 --undefined-- 	 42.087 
6.30 	 --undefined-- 	 44.533 
6.31 	 --undefined-- 	 45.186 
6.32 	 --undefined-- 	 43.973 
6.33 	 --undefined-- 	 40.802 
6.34 	 --undefined-- 	 37.893 
6.35 	 --undefined-- 	 39.163 
6.36 	 --undefined-- 	 41.403 
6.37 	 --undefined-- 	 42.834 
6.38 	 --undefined-- 	 44.212 
6.39 	 --undefined-- 	 45.405 
6.40 	 --undefined-- 	 45.869 
6.41 	 --undefined-- 	 45.913 
6.42 	 --undefined-- 	 45.864 
6.43 	 --undefined-- 	 46.114 
6.44 	 --undefined-- 	 46.408 
6.45 	 --undefined-- 	 46.826 
6.46 	 --undefined-- 	 47.362 
6.47 	 --undefined-- 	 47.557 
6.48 	 --undefined-- 	 47.111 
6.49 	 --undefined-- 	 46.454 
6.50 	 --undefined-- 	 46.105 
6.51 	 --undefined-- 	 45.813 
6.52 	 --undefined-- 	 44.951 
6.53 	 --undefined-- 	 44.674 
6.54 	 --undefined-- 	 44.695 
6.55 	 --undefined-- 	 43.368 
6.56 	 --undefined-- 	 40.827 
6.57 	 --undefined-- 	 38.438 
6.58 	 --undefined-- 	 38.152 
6.59 	 --undefined-- 	 41.910 
6.60 	 --undefined-- 	 45.567 
6.61 	 --undefined-- 	 46.862 
6.62 	 --undefined-- 	 45.726 
6.63 	 --undefined-- 	 42.796 
6.64 	 --undefined-- 	 39.754 
6.65 	 --undefined-- 	 39.517 
6.66 	 --undefined-- 	 41.094 
6.67 	 --undefined-- 	 41.627 
6.68 	 --undefined-- 	 41.875 
6.69 	 --undefined-- 	 43.420 
6.70 	 --undefined-- 	 44.626 
6.71 	 --undefined-- 	 44.346 
6.72 	 --undefined-- 	 43.011 
6.73 	 --undefined-- 	 41.159 
6.74 	 --undefined-- 	 40.729 
6.75 	 --undefined-- 	 41.951 
6.76 	 --undefined-- 	 42.115 
6.77 	 --undefined-- 	 41.763 
6.78 	 --undefined-- 	 41.252 
6.79 	 --undefined-- 	 40.367 
6.80 	 --undefined-- 	 41.607 
6.81 	 --undefined-- 	 46.201 
6.82 	 --undefined-- 	 51.171 
6.83 	 --undefined-- 	 53.826 
6.84 	 --undefined-- 	 56.473 
6.85 	 123.657 	 60.715 
6.86 	 125.420 	 63.332 
6.87 	 126.676 	 64.274 
6.88 	 126.062 	 64.521 
6.89 	 125.712 	 64.672 
6.90 	 125.491 	 64.729 
6.91 	 125.682 	 64.575 
6.92 	 126.339 	 64.255 
6.93 	 127.207 	 63.833 
6.94 	 128.266 	 63.276 
6.95 	 128.845 	 62.565 
6.96 	 129.248 	 61.754 
6.97 	 130.224 	 60.902 
6.98 	 130.245 	 59.892 
6.99 	 129.203 	 58.149 
7.00 	 127.229 	 55.122 
7.01 	 125.544 	 51.935 
7.02 	 --undefined-- 	 53.826 
7.03 	 --undefined-- 	 57.058 
7.04 	 --undefined-- 	 58.897 
7.05 	 --undefined-- 	 59.945 
7.06 	 --undefined-- 	 60.611 
7.07 	 --undefined-- 	 60.836 
7.08 	 --undefined-- 	 60.566 
7.09 	 --undefined-- 	 59.138 
7.10 	 --undefined-- 	 56.138 
7.11 	 --undefined-- 	 56.889 
7.12 	 149.699 	 62.102 
7.13 	 146.529 	 65.326 
7.14 	 143.216 	 66.398 
7.15 	 143.583 	 65.978 
7.16 	 144.907 	 64.951 
7.17 	 146.168 	 64.114 
7.18 	 146.717 	 63.577 
7.19 	 146.939 	 63.140 
7.20 	 147.647 	 62.674 
7.21 	 147.881 	 62.224 
7.22 	 147.773 	 61.953 
7.23 	 148.299 	 61.790 
7.24 	 148.635 	 61.583 
7.25 	 148.964 	 61.355 
7.26 	 149.145 	 61.195 
7.27 	 148.722 	 61.127 
